id	filename	md5	size	state
7969a2aa-ba8a-4e9b-ab5b-df7827efe299	17e8f188-45e4-4ed2-8953-2d5f0760f244.FPKM-UQ.txt.gz	86e39cffb10bad30fe1ce30233614a1a	525374	live
7dafa283-a441-414d-8043-d561309545b0	be23bb2f-67c3-4a76-a4ab-a80ef1178ceb.FPKM-UQ.txt.gz	3e204d7f47c0fc68263fde1feaf3d1e2	574972	live
88d5b405-65ff-4b15-8c7c-45369969016d	cbd4177a-2678-4b37-b677-4e5443a95fce.FPKM-UQ.txt.gz	6f76f48d3173f455979434c04ead5569	507595	live
8dde1672-0c33-4db7-8763-81a2295d6c0c	ffea1798-2d46-4425-b43d-823c4e512a43.FPKM-UQ.txt.gz	ca156e974d3dd3975ca91ad29c9b1a56	515358	live
8efb6e99-18d4-4f31-81bf-5d7cf18d566c	65ae2ceb-dd35-4ff8-83f7-30e00589e425.FPKM-UQ.txt.gz	c75927007ccdf79b3a3b48f124f4e1d5	600632	live
91dc21c7-03c6-4e15-bd14-ea4b7801f1a2	339d2f52-4b6a-44d3-ac6f-3517dd466986.FPKM-UQ.txt.gz	98dd1406bfcedcc67dfbd9d73baf8ff2	483753	live
9223fd5a-da5c-4805-b43f-0709d7d9903c	61ed5ca1-343a-42aa-9d54-73ddd3f6b484.FPKM-UQ.txt.gz	cd89591e87da756aefd49f8cd8cc72eb	516028	live
9b8da9f4-4ea8-4437-924b-10fd28d41b90	7b86351f-5a09-4aa3-8d4e-ea124f5fbe93.FPKM-UQ.txt.gz	57ab68198b0ec8c2633ae97a7b54cc61	494998	live
a0d73c2a-704f-4b88-ad75-a3247bb48624	d6cd4231-04ff-4cca-ba8d-89abe6bec9b0.FPKM-UQ.txt.gz	7ee1141a88b4572a23d795e5f252916a	517188	live
a9ce758f-72e6-495e-87fd-79068595a7e8	3ca95132-54ef-4aa3-8cde-5137f7fb2f51.FPKM-UQ.txt.gz	e5b0cfbf72b5f40c68c975158f24f111	495053	live
acbd4770-5701-4a38-bee6-f27b358d4334	8fe8861f-0e44-458f-8bcc-159385185c56.FPKM-UQ.txt.gz	f446b68ebb4897ff4aed726298b4816c	522341	live
b21f87ae-759f-494a-8c05-66aa308bd409	ad417a8f-bc1e-4a1d-84ca-83bcc26ca179.FPKM-UQ.txt.gz	3b0de2bce2d0eeb62436e2f06932cce7	549468	live
ba75a1b6-93e1-46c4-b31b-3f4fb76598ca	6cac2144-f81d-4b96-9fe7-95b5c211478f.FPKM-UQ.txt.gz	73b913aa79b184396db132a77e25c703	496683	live
beaffdb8-07e8-4faf-9f61-8b9e21d19805	d2d69589-3744-4394-829a-ec8d2843d004.FPKM-UQ.txt.gz	db6cfac7a2539137bcf088d457f53765	489946	live
c4f7b063-bc70-4bbb-96dc-6535b49c4751	43716956-aa57-46fb-afd7-0d244f21af00.FPKM-UQ.txt.gz	bcd6075019eb5fc99f4756e2f5b06b40	538538	live
cbcbc8cf-f73a-43c5-8883-ad270eba3c80	b4c40df7-e459-47d5-8a3a-a46573650d51.FPKM-UQ.txt.gz	11acd6dbdcfe1b36285fea674b4242e1	509253	live
d1f85ccf-a2f4-4075-9e3d-6aff92b11537	538b497d-98a2-4e5b-afd6-e5dfe63d098a.FPKM-UQ.txt.gz	ac42052226d93a2a2709422d7e23adde	499742	live
d30070ba-ff53-48e3-b5bb-59294ca55683	08ec676c-8ea3-40ed-b579-8ba863af6102.FPKM-UQ.txt.gz	59813682317b227328c226ed19085d75	494420	live
def06595-8f54-49e5-baee-8949473148bd	656900ef-bf75-4cc8-a73f-80b4a88a97fd.FPKM-UQ.txt.gz	3e42f9532accc27b622650a328bb75d4	522060	live
e3eb3abd-1207-4c14-98a1-197e1aa8e522	d9cbccff-ddfd-418d-a9f3-a705ab507277.FPKM-UQ.txt.gz	72afd5d3193a038acae81fe14edf3aa8	514836	live
e9189f12-b918-45f6-a581-6b854bd185d0	4e92e7a1-5a53-4296-8ce1-b655f4aaae3d.FPKM-UQ.txt.gz	621aeb2294c7abc4a15661518231e020	476839	live
fa347590-890c-4a50-8e49-f1e64f90f00a	5837f785-a733-4641-a438-f3e5313fa6ef.FPKM-UQ.txt.gz	ef77004c1cb77cefd3b5a1cb6458189d	482326	live
fa3aabfd-b064-49fa-afe8-66e5928c3548	41f3a303-50f4-4127-8f05-a1367a5606e6.FPKM-UQ.txt.gz	8c199d113f31b2115e04704a59bfd1ee	508000	live
ffd7dc2c-45c9-4086-ae5c-08e22abeff77	b7b2c0ba-fca3-4632-a931-ed26445ca748.FPKM-UQ.txt.gz	7f77182eb24a306d9fc64b7c415ec8e2	504474	live
015da8ee-e1a2-4d81-bb41-9aa74e0fc899	mirnas.quantification.txt	8bac2017fb98fd59e09265df4023d3ae	50190	live
057bb2f9-dbe2-4e2c-8171-522f43ebbc88	mirnas.quantification.txt	f9ff43690bf84d454294329e6ccfef92	50198	live
086770a1-729d-4716-a0cb-cc6940ec60ff	mirnas.quantification.txt	12a65d6622ba6f18641ede8e7e6fe4a0	50518	live
1b5ff212-bcca-4a25-885c-0ba7db052f53	isoforms.quantification.txt	7326ff96e285e9c43d56470bddd17820	435935	live
2850e1e4-4183-457a-87e8-a2f13f7a4b45	mirnas.quantification.txt	ea5b20039b1f25d3a5f15a7e4a9d5142	50362	live
2b7423bc-efb4-4d44-9fb5-59b9f783aec7	isoforms.quantification.txt	b78da12df69a0310d36ad2e364775282	371633	live
300c65ee-d44f-4276-9ff7-fd32a1d24b8a	mirnas.quantification.txt	aa2b288e80d4b67d7e91603d154d53b4	50367	live
3145709d-e687-483b-bf2e-48ee03992cd6	mirnas.quantification.txt	df6fa8b78ffb6c06e8e4c1a3fdaabed7	50435	live
31aff671-a087-4c3e-95c2-4ffbb8329ab2	isoforms.quantification.txt	86cd01f10f16ef7e796fa70157fdff8b	582412	live
32e02897-f954-482b-b016-38400d887573	mirnas.quantification.txt	c90d578c08ea54f465e9bce501366fe8	50392	live
36c267f8-f293-4a1d-ad3d-b7c2db100cff	isoforms.quantification.txt	3406f72bd468b95e0fe983511633dac1	364531	live
39bc7cec-3587-4a3c-8f7c-9312c6fca2ca	isoforms.quantification.txt	c30592a98c5717439a883dba8ffa794c	383536	live
3a4748bd-2198-4b82-9e8d-0bb9247815f0	mirnas.quantification.txt	f49b4db886c815d7c70a6bee803dcc7f	50537	live
3ddb5fd9-05a5-45eb-939f-fd506082dd9d	isoforms.quantification.txt	28425ec83043e2c2f3e4f738e2722421	434061	live
3ef8be3f-b991-42f3-aff0-de96c425c10a	isoforms.quantification.txt	4858e8b4ccdc07aeec9d6fb65c5b2451	374090	live
4480c61b-b4d7-49a1-9bcc-ddb10a85dc3f	mirnas.quantification.txt	7cf2582a0cd7c08819e13f277a945c8d	50449	live
44d81215-454e-48da-be26-350951675bf5	isoforms.quantification.txt	567fe9ae6eb040cf741feba6538ae763	407445	live
4551d549-ae1e-4e43-9ed5-575c654e37c1	mirnas.quantification.txt	005e7bf6ef7b4135e3c755b38d83404c	50457	live
45ff000c-74e6-4be5-a2ea-85735c6667e6	mirnas.quantification.txt	fc475cfb08b609a5b395876a25a75933	50378	live
46322010-0296-42c1-b73e-e365083fb70b	isoforms.quantification.txt	a66bddf9cb30c502e6a748c166dbbc5b	294755	live
47fae610-bdb9-4d57-b7e4-ed1d530fb6ed	mirnas.quantification.txt	f11923aba2187375b64db2340ef979d6	50536	live
49b7a825-c1e3-4503-9d0a-be4d15045959	isoforms.quantification.txt	624124512db26d259193e62ba778bd4a	563292	live
531441be-feaf-4904-a9a8-294f557e2d7c	isoforms.quantification.txt	cb1b2f633b946a291616b26187b5c129	441123	live
53ed3f2b-b460-49d1-9be6-c86a2f7324ae	isoforms.quantification.txt	308dcab0c3b671a0b4ed75775d4cc441	481672	live
57988374-3526-4f62-a5fa-f4f93a6001aa	mirnas.quantification.txt	96c0144bc97f732e115dccd47e0684f6	50332	live
5ac799a1-e68a-49a5-a988-6a9257978088	mirnas.quantification.txt	c47db9825af01841dce970539367e3ce	50340	live
5d31ff17-161d-4e60-b774-85c528eac357	isoforms.quantification.txt	d0988de65064e64f054d0223fce0493a	370770	live
63e3405f-70e6-4395-b81a-05a264fe1581	mirnas.quantification.txt	4fced75d34b95234ed0d773b3f7667ed	50480	live
69dc1fd9-7908-4f10-9951-c2684229e816	isoforms.quantification.txt	6cc396afa4816090da732d7c8b253174	527417	live
717b401c-af46-4f6f-a108-1984ab18aec1	mirnas.quantification.txt	9a7b62069a58517ebb641fc3b2ef9cce	50396	live
74836c84-08ec-4fef-bd64-c44ea6fbeb86	mirnas.quantification.txt	f241456584e46a89d5c403f2e82aaec5	50488	live
760791a2-5406-4eb8-acc0-dc320a7be8cc	mirnas.quantification.txt	7e201bd01b95a7c935c2291e3ef17ca0	50214	live
765a258f-a611-4897-b459-287051d70737	isoforms.quantification.txt	c3713b555bd2fe58656de3e5dc281cc1	718057	live
7747c8da-2bfb-413d-b540-bd07be232b4e	isoforms.quantification.txt	72d03a8399e476653563f4a999d47e1a	441412	live
7762d482-9fdc-4b27-bf09-e5a7edb51c4f	isoforms.quantification.txt	df71f6c34480e9b9443600c2429b23e6	432800	live
7af024e5-2d49-4a8b-b967-296f0d397069	isoforms.quantification.txt	34ffca2b44ba895d4c43f9774feab208	454199	live
83fe289e-19a7-4e4e-8127-b60a0ad747e4	isoforms.quantification.txt	d35d0a64a84282a2bc449c20cb403266	481127	live
85d9ccb0-b4ae-4fe9-b04f-a462f52d00ba	isoforms.quantification.txt	a5b688d798caf05d2a79ca5c279749ef	367719	live
8806833b-21c4-44b8-97d6-e71143f3000d	mirnas.quantification.txt	1a04c9492fa2db5750a3d012470fca62	50282	live
88b53ffa-d4fc-42a7-a3d1-5426835bc2c9	mirnas.quantification.txt	0762daa487c7183f349e5509952059fe	50453	live
8a9154b2-abb3-4271-ba8e-14b98a0b51b7	mirnas.quantification.txt	ae2c7357720f674ebd30b339286c3021	50719	live
8cf4337f-0a20-411d-8a81-54b089c28bc6	isoforms.quantification.txt	6e44721b1689d23866492167a018a39f	511268	live
8e577545-4dcb-4110-8ab0-fbd8d3a7349f	isoforms.quantification.txt	11990f06acf857b4d098279fc1210a8d	520905	live
8ef43bbb-6cdd-404e-9d2a-a19e08a7df6d	isoforms.quantification.txt	d0bc6f9d5f6ced6d0bd0fb64fbd7e676	512367	live
8f641043-f43a-4c5b-ad2b-e73da39a833d	isoforms.quantification.txt	7667bb96b35a86b6f65fc5e661ba6168	339250	live
930a2ba6-26c0-4d4e-b157-0706bc5ca121	mirnas.quantification.txt	57f7bf3b4a50f853aef3107ffc465f71	50445	live
9316d53b-c759-4f56-a36a-a9ff1971b7af	isoforms.quantification.txt	31e87366a0beffc896363f1ded5d9300	637910	live
98d1ca7b-f9bf-47f1-86dd-e22dd3646ffb	mirnas.quantification.txt	539068163a7c6192aca6a3c1b7bce806	50510	live
9a34b934-35eb-40f9-ba11-8aa3428e4598	isoforms.quantification.txt	90a4a79671f4d1aea19e09fb4ce0b0df	331618	live
a255f080-3d76-4be3-9873-eac08d9c7759	isoforms.quantification.txt	686f62a47c5129b44e5e9d10165deefa	297090	live
a668beee-7530-4180-a7e5-d1a62762520d	mirnas.quantification.txt	acd83a0c9a3738f216d58384c9ab459a	50174	live
a98eec4a-7bd0-4c6f-b5bd-743d3292ef9e	mirnas.quantification.txt	08ea69853b05c0b094b2f0ba9a4c3ea6	50458	live
aad2f9d1-7b31-4e53-87b2-840bb097e3f5	mirnas.quantification.txt	0fbbe44948dbe8db4b3f59aed3e77e78	50223	live
abc7cd88-f5cb-4e57-a3d1-f23d31e2e795	isoforms.quantification.txt	96a4dedbf8c52192a1b1b9373362b602	390078	live
b08633dd-07e0-4cee-bebc-6bdd42ddb321	isoforms.quantification.txt	1adbbb41983f62704f936e83f6aad446	427577	live
b0c35b14-967d-4a2d-a2ed-9ec3663daa74	mirnas.quantification.txt	0d551196428441253786f37925253645	50448	live
b6f0db29-abce-429a-a5a0-f69d83387e53	isoforms.quantification.txt	b4b8c88f0ec4a8abc3b4a6696b3642f7	611928	live
b9cd0fa8-8e9a-44c9-906e-6b939c9c8533	mirnas.quantification.txt	4064546366832ce9abf0cdc41f5b3dcd	50275	live
ba4ef658-4ea4-4640-96c7-017b2da49ab9	isoforms.quantification.txt	f032174cb9110304b4bba69c94b91020	335679	live
bda159c1-73f2-44e2-92c9-d8968be0c54b	mirnas.quantification.txt	87ce62a229d66020f6c54b363a31120c	50432	live
c2f8689b-6ccf-4281-b262-cd1a8119fd7f	mirnas.quantification.txt	761ad7f92d56940c47b1f93fb8068787	50372	live
c706bd42-300b-4d25-9c7f-4ac20282547f	isoforms.quantification.txt	85ca620a69efb0995278c7e23723066d	492292	live
d3c0512d-d528-418c-b0ee-81f5931e1784	mirnas.quantification.txt	97f714ed6830135552065c45118030b1	50407	live
d5e61d30-4b2b-4e6c-b370-bd5fcaef97f8	isoforms.quantification.txt	056d91e9d662415bdedb6fd8f84b6983	639335	live
d9222d6e-cb62-4c1c-ae50-1a81b369ce45	mirnas.quantification.txt	2c92af3072556058ce8f82c005c0a031	50571	live
d94e1b79-1201-4350-8148-c2947d9f3318	isoforms.quantification.txt	2cfe6a209be2d44b7b8883dbdc7a19e9	607179	live
d9e72558-8769-4df9-8724-cc1fe2a2a87b	mirnas.quantification.txt	f0d9e67c7cdb5e12a2fe4e0340ccfe26	50240	live
dfb6b487-c776-4e37-acb3-aa397e0632da	mirnas.quantification.txt	33c70eabbe29405ed507b7f1c55eaed0	50399	live
e0619889-d725-4227-80b5-1bf14a49297b	mirnas.quantification.txt	b259bb1f1254426e4e856a6f2de7d42f	50199	live
e296052f-9fa2-4104-b9a1-454e09f4777d	isoforms.quantification.txt	f2092a53613365dd7667e769500cc1f8	539216	live
e81f866b-bbf2-4a2e-8837-945579c6a37f	isoforms.quantification.txt	f57a124d0eca8de6303ab6870f1011cd	468391	live
e969c51e-4103-48f5-b03a-3a1055b66071	mirnas.quantification.txt	d96fa336b6aedd7114c96f003d5dfaa4	50172	live
f547e5f6-4206-443d-8d38-a1b2784c5a7a	isoforms.quantification.txt	ceb87fe9e033a7db674892b96e400a88	464488	live
f94ba360-2e15-44ff-9f8b-a02e471cba1a	isoforms.quantification.txt	a2788259e214cc414c6b5d3486b48019	415073	live
fa304f3b-7a03-42a2-a4c8-092cabe3546f	mirnas.quantification.txt	33b213bc88911ea3f04b392b2f9659fc	50859	live
fa9b9557-1f52-4d1b-8011-ed4f0fbeaf99	mirnas.quantification.txt	9c93871eac096783a233700cb06ed369	50195	live
fabe8920-fedb-4c14-af43-b6803df235a6	isoforms.quantification.txt	748ad2310bd00d0ea452b69cf7190b40	556827	live
fba41081-4321-4481-902d-a38d2187e7d0	mirnas.quantification.txt	158f81d293cb53aefd296b0e275eec6e	50466	live
010dad56-1161-475d-b4f9-41ecb9051f8a	jhu-usc.edu_UCEC.HumanMethylation450.8.lvl-3.TCGA-EY-A1GM-01A-12D-A14H-05.gdc_hg38.txt	318e67b9585a1d9c307475d295055757	141288666	live
0b11e21f-fd31-4e53-b0f5-da7cc66b0897	jhu-usc.edu_UCEC.HumanMethylation450.4.lvl-3.TCGA-D1-A16B-01A-11D-A12K-05.gdc_hg38.txt	fac72b370b2cd699a80bca2acdf5b76d	141291322	live
1187678c-aa1a-45de-baeb-93132e00104f	jhu-usc.edu_UCEC.HumanMethylation450.17.lvl-3.TCGA-EO-A3KW-01A-11D-A22B-05.gdc_hg38.txt	4bf8d74ec76bbe824de0cbecc45f47ac	141296475	live
1505a426-7f17-43a1-b476-9d8b5d944cb6	jhu-usc.edu_UCEC.HumanMethylation27.2.lvl-3.TCGA-AP-A0LV-01A-11D-A039-05.gdc_hg38.txt	7e592963750c79af4a6aaf9ef56e8ae8	9952396	live
16044caa-8995-4261-9252-a2ea2956227c	jhu-usc.edu_UCEC.HumanMethylation450.4.lvl-3.TCGA-D1-A17F-01A-11D-A12K-05.gdc_hg38.txt	5bd228298492bd26f5aa2ef6422ade7d	141289063	live
1baf787f-a218-4d8c-a642-c23560f14b96	jhu-usc.edu_UCEC.HumanMethylation450.4.lvl-3.TCGA-BG-A18C-01A-11D-A12K-05.gdc_hg38.txt	17104a779acef130106e4405c70f295a	141291200	live
2799f6f5-c0ea-4436-8ed4-a2f80c644e66	jhu-usc.edu_UCEC.HumanMethylation450.2.lvl-3.TCGA-D1-A0ZP-01A-21D-A10N-05.gdc_hg38.txt	4d71912e084a3805d233aaf2f73d7809	141299426	live
30fc11a5-f2cf-46ee-b4d3-ae5ec60b316f	jhu-usc.edu_UCEC.HumanMethylation27.1.lvl-3.TCGA-AX-A06F-01A-11D-A00U-05.gdc_hg38.txt	a81f1ea60f043c4e43741ee3112f9d6e	9952373	live
36f1c954-a7c1-425d-965f-b09da0fa6000	jhu-usc.edu_UCEC.HumanMethylation450.18.lvl-3.TCGA-EY-A547-01A-11D-A27Y-05.gdc_hg38.txt	3c65ecd414a19124b60acf17bbb651b8	141295034	live
42901a76-67d4-4fb5-8a6d-a7a5ed69feab	jhu-usc.edu_UCEC.HumanMethylation27.2.lvl-3.TCGA-AP-A0LH-01A-11D-A039-05.gdc_hg38.txt	81ff7ae4cfb2188ae2fa161be8a516f9	9952310	live
47ea1754-0d72-4bb9-a042-e3f8d126ca80	jhu-usc.edu_UCEC.HumanMethylation450.12.lvl-3.TCGA-FL-A1YU-11A-11D-A17F-05.gdc_hg38.txt	8d46c5968765f4b68390eb25f3712a21	141284090	live
4a367e01-6213-450b-9407-d2b058a2a6e1	jhu-usc.edu_UCEC.HumanMethylation450.5.lvl-3.TCGA-AP-A1DP-01A-11D-A138-05.gdc_hg38.txt	276aeeec0c4277c16da8df894e2322aa	141295274	live
604e2fa8-be68-4f47-a2aa-540c12ab125f	jhu-usc.edu_UCEC.HumanMethylation450.3.lvl-3.TCGA-BG-A0VX-01A-11D-A123-05.gdc_hg38.txt	591c18492ff5c8dab90685603167b258	141289862	live
6329ada5-3342-4eda-804b-b1f84e3172e1	jhu-usc.edu_UCEC.HumanMethylation27.1.lvl-3.TCGA-AX-A05Z-01A-11D-A00U-05.gdc_hg38.txt	7d48a2a2a86e98a72d112f503b0d1b68	9950468	live
72c9a857-8f94-41d8-b3f2-1a0867dffa0d	jhu-usc.edu_UCEC.HumanMethylation27.3.lvl-3.TCGA-A5-A0VP-01A-21D-A10Q-05.gdc_hg38.txt	9f8a431f6a644255503c6eef61b6bdd9	9951376	live
73604e20-94f8-4477-afc7-11f8e2e9e353	jhu-usc.edu_UCEC.HumanMethylation27.1.lvl-3.TCGA-AX-A05U-01A-11D-A00U-05.gdc_hg38.txt	27c17d65e444865476bf00f0eb8d1354	9953015	live
7d8af5b7-e35e-42d3-bc63-fdc0fee509a0	jhu-usc.edu_UCEC.HumanMethylation450.21.lvl-3.TCGA-BK-A6W4-01A-12D-A34S-05.gdc_hg38.txt	56f5c6db1cc579a57c545b232a36c55e	141291848	live
88f583e3-4005-49bd-a51d-4ace459d6c3a	jhu-usc.edu_UCEC.HumanMethylation27.1.lvl-3.TCGA-AX-A05W-01A-21D-A00U-05.gdc_hg38.txt	2ddebe65e51da93cef6ce4612c25010b	9951654	live
8a11abf0-6217-4aaf-b6a4-a0d492107c24	jhu-usc.edu_UCEC.HumanMethylation450.20.lvl-3.TCGA-QS-A5YR-01A-31D-A31V-05.gdc_hg38.txt	a603a65cea9fa9222ff85a492eba4dc1	141284016	live
9541323f-bec7-4fbf-869e-b3729cca2dde	jhu-usc.edu_UCEC.HumanMethylation450.16.lvl-3.TCGA-AX-A3G6-01A-11D-A212-05.gdc_hg38.txt	d4ee5fb709c0009de90ae692adf05fb1	141296570	live
975bf4a0-aea3-41dc-98fb-b6895cbb6a84	jhu-usc.edu_UCEC.HumanMethylation450.4.lvl-3.TCGA-D1-A177-01A-21D-A12K-05.gdc_hg38.txt	5d65bef291083d590c4d2c5b43db3089	141288745	live
977bdf9a-319f-4643-a585-2a9b525b4099	jhu-usc.edu_UCEC.HumanMethylation450.4.lvl-3.TCGA-D1-A174-01A-11D-A12K-05.gdc_hg38.txt	e0d6c3b09331d0bb63ec516e00d11e40	141274824	live
9cc283b8-e0c2-4753-9b0c-50de37ca0513	jhu-usc.edu_UCEC.HumanMethylation450.8.lvl-3.TCGA-D1-A1O5-01A-11D-A14H-05.gdc_hg38.txt	146ad5459cb8e98eda71ff842216285a	141287774	live
9dae83bf-c55a-48fb-bc2f-2e5430a8c487	jhu-usc.edu_UCEC.HumanMethylation450.5.lvl-3.TCGA-AX-A1CK-01A-11D-A138-05.gdc_hg38.txt	7d5270c7fa1af92b6589c42c34d8eaeb	141307922	live
a74d6e07-cfcd-4c16-8bc3-66ef30046af7	jhu-usc.edu_UCEC.HumanMethylation450.12.lvl-3.TCGA-FL-A1YT-11A-12D-A17F-05.gdc_hg38.txt	df252bba8f5104e9808cf078af9fbe8a	141283388	live
a8d413c0-9e3a-41ca-acbe-3ea2742751e9	jhu-usc.edu_UCEC.HumanMethylation450.11.lvl-3.TCGA-BK-A26L-01A-11D-A27B-05.gdc_hg38.txt	0b8dd4507b80092fbd8133a4aaefd28b	141298022	live
acf126b7-2c8d-49ea-9edb-717613999d3b	jhu-usc.edu_UCEC.HumanMethylation450.16.lvl-3.TCGA-AJ-A3EL-01A-11D-A212-05.gdc_hg38.txt	caafa053ab1841cf74257aa080ecb717	141285205	live
ae48a873-890f-4f9b-9d30-a6a8382e9348	jhu-usc.edu_UCEC.HumanMethylation450.14.lvl-3.TCGA-BG-A2L7-01A-11D-A18O-05.gdc_hg38.txt	734d9f6ab32ab1d621f1fc404500f1f5	141275884	live
b116ee60-18a1-4a34-a4a8-70c5c17c2a86	jhu-usc.edu_UCEC.HumanMethylation450.11.lvl-3.TCGA-BK-A26L-01A-11D-A16G-05.gdc_hg38.txt	9c5c1ce95064c4ddf4df4ea584cd2b42	141299956	live
b351ae5a-3950-45a2-99b8-1c0400fe272f	jhu-usc.edu_UCEC.HumanMethylation450.21.lvl-3.TCGA-QS-A744-01A-11D-A34S-05.gdc_hg38.txt	2b0ff2ac69275f874da5ecdd8af7918b	141305878	live
b64b9bff-3c9b-4a8d-a189-91ce3335f77e	jhu-usc.edu_UCEC.HumanMethylation450.12.lvl-3.TCGA-AX-A2HC-01A-11D-A17F-05.gdc_hg38.txt	01bfd3b4bf05bdf172f98f85d8c062e0	141276474	live
b8f5e022-c84d-497c-ba25-3e7aa1104237	jhu-usc.edu_UCEC.HumanMethylation450.12.lvl-3.TCGA-FL-A1YM-11A-12D-A17F-05.gdc_hg38.txt	b7678ae2ce61478fd7a90ae88a69b1cf	141279927	live
c6142103-6bd1-4d96-aa8a-19d14b5be474	jhu-usc.edu_UCEC.HumanMethylation450.11.lvl-3.TCGA-BK-A26L-01C-04D-A27B-05.gdc_hg38.txt	0cc9a963d41934eb18c47425bad70f22	141283358	live
c74217a8-e044-4f04-b9e0-aa3408ab1f06	jhu-usc.edu_UCEC.HumanMethylation450.12.lvl-3.TCGA-AX-A2HC-11A-11D-A17F-05.gdc_hg38.txt	ab19fd26fb09568dab971dc5f0a3a44c	141279758	live
cb4a0ef0-5efd-4eb0-a683-ab7f81871526	jhu-usc.edu_UCEC.HumanMethylation450.21.lvl-3.TCGA-SJ-A6ZJ-01A-12D-A34S-05.gdc_hg38.txt	c66fd7ea67decf910800d6866bf7bce7	141295820	live
d0af9845-d1b1-486f-94aa-6974d2446594	jhu-usc.edu_UCEC.HumanMethylation450.14.lvl-3.TCGA-BG-A2L7-11A-11D-A18O-05.gdc_hg38.txt	d9578af56b65064dc2b1e99b41d2e69d	141272964	live
d352ef53-2f16-4d95-bc43-60083fa5ed2e	jhu-usc.edu_UCEC.HumanMethylation450.5.lvl-3.TCGA-AX-A1CK-11A-11D-A138-05.gdc_hg38.txt	bd6d0e8eb11024d8bf66062376956493	141292521	live
e92d5553-fe96-476c-b357-a409354d6f18	jhu-usc.edu_UCEC.HumanMethylation450.2.lvl-3.TCGA-D1-A0ZU-01A-11D-A10N-05.gdc_hg38.txt	19d6adf3643091db06643e940ea70884	141298530	live
ea4e178a-a0ef-4be1-8f06-c1f8ab9a9aed	jhu-usc.edu_UCEC.HumanMethylation450.16.lvl-3.TCGA-AJ-A3EM-01A-11D-A212-05.gdc_hg38.txt	5126cb270b57863616b940313502ed30	141287613	live
ede9b8af-a30a-4c24-b26b-9c9b0d3ccbed	jhu-usc.edu_UCEC.HumanMethylation450.4.lvl-3.TCGA-D1-A16F-01A-11D-A12K-05.gdc_hg38.txt	ee8149a62e25dddb3dc24dee9633c791	141279817	live
012fac1a-bf8d-40e6-b1c1-cf801ef7bdba	8e5a3c88-35f5-4620-86d7-53c014a2687b.FPKM-UQ.txt.gz	5b312d41c26140e03a5cd2b18e4b590b	533916	live
